text_a	text_b	label
哪里旅游好玩	旅游哪里最好玩啊？	1
魔兽世界最好玩的职业是什么？	魔兽世界什么职业好玩。	1
马上高中了，特别想学钢琴	我特别喜欢POP字体所以现在想学！	0
求《薄荷荼靡梨花白》TXT	《薄荷荼靡梨花白》全文txt	1
请问您是要取消您的淘宝账户与支付宝账户的绑定吗？	您好，您是要把个人类型的支付宝账户修改成公司类型的支付宝账户对吗	0
请问，哪里有手工活可以拿回家做的	请问义乌哪里有可以拿回家做的手工活。	1
电脑屏幕亮度调节	电脑屏幕亮度调节不管用了	0
显卡驱动不稳定怎么办。	显卡驱动安装不了怎么办	0
贾岛作者是哪个朝代的	杨万里是哪个朝代的诗人	0
抱歉，如果您申诉就是需上传证件的	如果没有其他问题的话，那这边就先不打扰您了。预祝周末愉快哦~	0
广州这几天天气怎么样？	广州这几天天气怎样	1
这个是什么动漫里面的	这个是哪个动漫里面的	1
我很想成为你唯一的知己是什么意思	我说她是我知己,它说好吧什么意思	0
横行霸道是什么生肖	横行霸道什么生肖	1
哪里能买到打折机票？	哪里有打折机票卖	1
这是什么字体啊求大神	敢问各位大神，这是什么字体	1
你觉得什么书好看？	大家觉得今年的春晚好看吗	0
外国人为什么喜欢吃面包？	狗狗为什么喜欢吃面包？	0
用五个成语写一句话，急，有好评！	用五个成语写一句话急啊！	1
宝宝老爱干呕是怎么回事	宝宝老干呕是怎么回事	1
手机淘宝打不开收藏夹显示数据加载失败	淘宝有时候收藏夹收藏不了是怎么回事?	0
世界上最漂亮的花是什么	世界最漂亮的狗是什么？	0
我的世界手机版舒服细致材质包下载地址	我的世界手机版五边形材质包下载地址	0
如何画漫画人物	怎样画好漫画人物	1
江苏财经职业技术学院的会计专业好不好？	请问你是江苏财经职业技术学院的吗？	0
求，电脑桌面壁纸一张！	求一张电脑桌面壁纸的图	1
我的电脑可以玩热血无赖吗	全民枪战能在电脑上玩吗	0
爱你那么多歌曲原唱是谁	歌曲《哭沙》是谁原唱？	0
怎么在微信上开店	如何在微信那开店	1
怎样给自己的电脑提速	如何清理自己电脑内存给电脑提速	0
好看的喜剧电视剧	好看的电视剧啊要喜剧啊	1
微信截图怎么截啊	在微信中怎样截图？	1
这个明星叫什么名字？	她叫什么名字呀？是明星吗？	0
为什么青少年会长白头发	青少年为什么会长白头发	1
就是请前往学校圈存机领取，在充值的时候显示的，或者是待领金额	核实您的这个资金的转账是处理中的，目前是需要您在今天的24点之前关注的	0
谁有免费的那种图片的网站	男生进，告诉我一个手机看那种图片的网站	1
恩恩您上传就可以的亲	恩恩，马上可以的	0
频率是什么？	频率是什么，怎么求！	1
心理学方面的书籍书籍	求心理学方面的书籍	1
怎么在微信公众平台上盈利	微信公众平台如何盈利	1
结扎对女性有什么影响	女性结扎早了会不会对身体有什么影响	0
农村现在做什么生意赚钱	现在农村做什么生意赚钱	1
胃热吃什么药？	胃热吃什么	0
苹果六怎么设置来电铃声	苹果4s铃声怎么设置	0
过年你给长辈送了什么礼物	过年送什么礼物给长辈？	1
哈尔滨红肠怎么吃	怎样做哈尔滨红肠	1
狗肉要怎么做才会最好吃呢？	这是什么鱼？怎么做才好吃呢？	0
永琪美容美发怎么样？	永琪美容美发怎么样	1
红酒什么牌子好？	红酒什么牌子好	1
【看图猜成语】请问这个是？	《成语玩命猜》中这是什么成语？	0
来的很晚这个意思的词语是什么	惟其，这个词语是什么意思？	0
人的反义词是什么谁知道	鱼哭了海知道的反义词是什么	0
为什么艾尔之光玩不了	艾尔之光为什么玩不了？	1
这是什么牌子的汽车	这是什么汽车牌子？	1
江苏信息职业技术学院怎么样呢？	江苏信息职业技术学院住宿条件好吗	0
植物大战僵尸精灵版2.0.0.5安装包.zip	植物大战僵尸1完美存档.rar	0
有什么关于神话的电影	有什么关于校园爱情的电影	0
哪个牌子的婴儿游泳池好？	婴儿游泳池哪个牌子好啊	1
没人理我	为什么没人理我	1
蓝牙耳机什么牌子最好	蓝牙耳机什么牌子的最好呢？	1
小番茄怎么切的跟火一样	小番茄怎么种	0
情人节送男朋友什么？	情人节送男朋友什么好	1
怎么加盟顺丰快递	怎么加盟顺丰快递？	1
不入虎穴下一句是什么	不入虎穴下一句是什么？	1
如何去除衣服上的机油	怎么样去除衣服上的机油	1
女人在乎一个男人，她会有什么表现？	男人假装不在乎一个女人会有什么表现，请具体点	0
这部是什么动漫？	这部动漫叫什么？	1
头发卷是啥原因？	头发长的慢是什么原因	0
求流域风的作品全集	求流域风的作品全集！	1
这个是什么材料的？	シャフト材是什么材料	0
三角形的中心的定义是什么？	三角形斜边中线的定义是什么	0
皮肤暗黄适合穿什么颜色的衣服?	四十多岁的女人穿什么颜色的衣服好看	0
苹果手机怎么按内存卡	苹果手机如何上下内存卡	1
现在有什么电影好看啊？	现在有什么电影好看啊	1
铁皮石斛冲剂有什么用处？	铁皮石斛用市面上卖的养花的营养土养行吗	0
很抱歉，小二这边查询到您的这笔交易是正常交易的，没有退款。	很抱歉，我这边查询到这两笔交易是没有到账的哦	0
有个词叫拔冗什么的	有个叫狼什么的狗粮叫什么	0
成语之最}最昂贵的稿费	猜成语：最昂贵的稿费	1
充电宝的灯怎么关	充电宝怎么才会坏	0
蟑螂吃人吗…	小蟑螂会咬人吗？	0
求好看的火影同人！	谁有好看的火影同人	1
珠海的天气怎么样？	珠海天气怎么样？	1
为什么最近海贼王没更新了？	为什么最近海贼王没更新？	1
迅雷怎么们下载	迅雷如何下载？	1
迎春花是什么颜色？	迎春花是什么颜色的。	1
最漂亮的动物在十二生肖是什么	十二生肖什么动物最漂亮？	1
求狐十三的《魔都》全文txt	求书~《仙狐诱魔》完结~	0
找一个视频短片	求一个视频短片	1
图片上这美女叫什么名字	我想知道图片上的女生叫什么名字。	1
填词什么地走	什么人不什么填词	0
你喜欢什么星座的	你喜欢什么星座？	1
鞋带怎么系不容易开？	鞋带怎么绑不容易松	1
我想知道这部韩国电影叫什么名字	有谁知道这部韩国电影的名字	1
请问这图片上的字体是什么？	请问图片上的是什么字体？	1
瞅是什么结构的字	匠是什么结构	0
Win7无法将应用程序锁定到任务栏	将此程序锁定到任务栏无法点击	0
求我的贴身校花全集txt	求《我的贴身校花》txt全集	1
为什么我的电脑不能放QQ背景音乐	为什么我的电脑不能用YY放音乐	0
世界上最大的是什么？	世界上最大的书是什么	0
什么样的女人适合做老婆	什么样的女生适合做老婆…	1
进出口贸易公司怎么赚钱的	服装贸易公司怎么赚钱	0
求《最美遇见你》全文。	求最美遇见你全文。	1
现在有哪里开始下雪了吗	现在哪里下雪了	1
配电箱系统图怎么看？	配电箱系统图中断路器代码怎么看	0
麻烦您接收一下邮件根据邮件的具体内容操作的	麻烦您接收一下邮件根据邮件的具体内容操作一下的	1
宝玉不在姑娘在()	宝玉不在姑娘在。	1
给婴儿买衣服要注意什么？	给小婴儿买衣服有什么诀窍吗	0
在哪里可以买到甘油？	甘油那里可以买到？	1
什么淘宝网可以货到付款！？	淘宝网可以货到付款吗	0
米蓝手机系统如何升级	如何升级手机系统	1
青春期的生理变化	青春期生理变化	1
犯罪生涯:帮派战争>第一关怎么过啊？	犯罪生涯-帮派战争第一关怎么过`	1
孕妇用的护肤品哪个牌子好	孕妇护肤品哪个牌子好	1
小巴西龟怎么喂？	巴西龟怎么养？吃啥？	1
宠物店的男人们。全文	宠物店的男人们全文！	1
什么时候放暑假啊？	一般都是什么时候放暑假？	1
绿茶婊什么意思？	绿茶婊是什么意思？求告知	1
成都到济南物流公司哪个好呢？	济南到秦皇岛哪家物流公司好	0
谢娜张杰离婚了吗	张杰与谢娜离婚了吗	1
如何下载韩文输入法	怎样下载韩文输入法	1
什么牌子的饮水机最好	什么牌子的饮水机过滤器比较好，谢谢	0
什么牌子的黑枸杞好啊	黑枸杞什么牌子好呢	1
成语词典大全《》声《》答	成语词典大全〈〉蛀〈〉咬	0
哪里的地瓜好吃	哪里种的地瓜好吃	1
新西游记的主题曲叫什么？	西游记的主题曲是什么？	1
这部电影的名字谁知道？	谁知道这部电影的名字？	1
关系一般的同事结婚送什么礼物	同事结婚送什么礼物好	0
铠甲勇士之帝皇侠在那看	铠甲勇士之帝皇侠！	1
破折号什么作用	破折号起了什么作用	1
我的微信好友误删了，怎么恢复呢	误删的微信好友还能找回吗？	0
怎么画烟熏妆？	烟熏妆怎么画	1
计算机应用技术课程	计算机应用技术工资	0
吃水果吃多了对身体有好处吗	吃水果对身体有好处嘛	1
像什么一样的小河	小河像什么？	1
有什么软件可以美化图片？	这些是什么美化图片软件	1
逗比什么意思	逗比(逗逼)是什么意思？	1
铁通网速怎么样？	铁通网速如何	1
站内代付凭证内容需包括：交易流水号、金额、时间、对方账户信息；	、站内代付凭证内容需包括：交易流水号、金额、时间、对方账户信息；	1
宽带密码怎么改？	怎么换宽带密码	1
我为什么这样喜欢周星驰？	蒋清军为什么那么喜欢周星驰啊	0
哪里可以下载三国演义动画版啊	哪里能下载字幕？	0
怎样下载搜狗拼音输入法	如何下载搜狗拼音输入法	1
亲您在您刚给我截图的页面在实名认证的点击查看	您点击收支明细之后把那个页面的截图给我	0
在网上怎么查社保卡查询余额	社保卡还在制作怎么查余额查询	0
为什么有些人表面看起来很漂亮但照相就很难看呢	为什么有些人的证件照拍的那么好看	0
赛尔号卡修斯怎么画	怎么打赛尔号的卡修斯怎么打	0
90后怎样布置自己的房间	如何布置装饰自己的卧室	1
神柏沙头是什么生肖？	十二生肖的顺序是什么？	0
西游记是什么小说	西游记是什么体的小说	1
为什么暴风影音看不了视频	暴风影音看不了视频	1
用什么软件学英语最好	学英语最好的软件是什么	1
芯美的空气净化器好吗	长发好还是短发好	0
请问这部电影叫什么	请问这部是什么电影	1
麻将要怎么做记号	麻将做记号怎么做	1
形容用心读书的词语	形容不用心读书的词语	0
奢望是什么意思	奢望你的爱是什么意思呢	0
推荐一个好的单机游戏网站	推荐个好点的单机游戏网站	1
333555打一成语	四海之内皆兄弟打一成语	0
《时空猎人》用什么卡充值？	时空猎人充值什么好	1
三星手机垃圾	三星垃圾手机	1
哪首歌有这句歌词啊	求这句歌词是哪首歌的	1
怎么预订火车票在网上	网上怎样预订火车票	1
白菜陷的饺子好吃吗？	白菜陷的饺子好吃吗	1
有什么好玩的网页游戏啊？	有什么网页游戏好玩啊！	1
我的是丹凤眼吗？	我这是丹凤眼吗？	1
这个是什么标志？	像鸟一样的标志是什么车	0
怎么用手机给照片马赛克？	手机里的照片如何打马赛克？	1
韩国女星被潜规则	韩国女星潜规则	1
穿越火线和地下城与勇士哪个好玩？	地下城与勇士和穿越火线哪个好玩	1
这盆景叫什么	这道菜叫什么	0
冬虫夏草怎么吃最好	北冬虫夏草怎么吃最好	1
是哪部电影	这个是哪部电影啊	1
我的电脑能玩什么游戏？	这电脑能玩什么游戏。	1
家庭教师云雀的鸟是什么鸟	家庭教师中云雀VS幻骑士是几集?	0
无人区里的是什么刀	无人区烧的钱是什么	0
下面这个图片是什么动漫？	下面图片是什么动漫	1
怎么压缩图片	如何压缩图片？	1
做会计有前途吗？	学会计有前途吗	1
苏菲卫生巾怎么样？	苏菲的卫生巾怎么样	1
最近有什么好玩的游戏	最近有好什么好玩的游戏么？	1
痛风的症状都有哪些有什么？	痛风的症状有哪些表现啊	1
《济南的秋天》阅读题	济南的秋天阅读题	1
这是谁哪部动漫的	这是谁哪部动漫里的	1
最近什么小说比较好看呀？	现在有哪些小说好看啊	1
英国都有些什么宫	英国菜都有什么	0
微信语音怎么没了	微信语音怎么用不成？	0
太空历险记的主题曲怎么弹	游戏王的主题曲	0
最小的针打一成语	最小的人打一成语	0
淘宝话费充值怎么做代理？	淘宝话费充值代理如何做	1
一牛吼地什么生肖	三八和一牛吼地是什么生肖	1
可以货到付款的购物软件有哪些？	支持货到付款的购物网站有哪些？	0
老虎最怕的动物是什么呢？	老虎最怕什么动物啊？	1
您试试看使用谷歌或者搜狗浏览器操作看看	建议您试试使用谷歌或者搜狗浏览器操作看看	1
吾爱破解邀请码	给我个。吾爱破解邀请码	1
罕见美丽的词	美丽神话KTV	0
美丽誓言化妆品怎么样？	美丽誓言化妆品怎么样	1
欢乐斗地主怎么存豆豆	欢乐斗地主连赢送豆怎么领取豆豆	0
如何让睫毛变长？	眼睛肿了怎样快速消肿？	0
这个帅哥叫什么	什么叫帅哥啊	0
怎样才能让睫毛变长	怎样使阴茎变长	0
求鹿晗这两张图的高清原图。谢谢。	求鹿晗这几张图的原频！拜托！	0
哺乳期能喝奶茶吗？	哺乳期可以喝奶茶吗？	1
爸爸去哪了电影	电影爸爸去哪儿在哪拍的	0
猴哥猴哥是谁唱的	爱情故事是谁唱的	0
张芸京的发型	陈坤的发型	0
电视剧《谢文东》哪里可以看全集了？	谢文东电视剧哪里可以看全集？	1
为什么男人喜欢搂着女人睡觉	女人为什么喜欢抱着男人睡觉	0
属鸡带什么生肖好	属鸡男与什么生肖配	1
联想手机怎么样	联想手机怎么样？	1
吸毒是什么感觉？	吸毒什么感觉	1
有什么好玩的游戏，体育课玩	体育课有什么好玩的游戏	1
我喜欢你，用韩语怎么写	韩语我喜欢你怎么说？	1
这个是您操作的购买的吗？	您试着购买一下其他的商品试一下的。	0
寻关于梅的诗意网名	网名有诗意的。	0
怎么去银行贷款	怎么在银行贷款？	1
怎么样开通支付宝？	支付宝怎么开通	1
神武转什么门派好？	神武选什么门派好	1
女屌丝是什么意思	屌丝什么意思	1
爱情是什么东西？	爱情是个什么东西	1
谁介绍几部好看的电影来|	好看的电影谁介绍几部	1
不客气的，如果还是不能操作，建议您换个时间操作的，麻烦您了。	好的，如果还是不能操作，建议您在手机端操作一下的，麻烦您了。	0
怎么样扎头发好看	怎么染头发才好看	0
如何把梳子卖给和尚	怎么样把梳子卖给和尚呢？	1
曹姓女孩取名	请给曹姓女孩取名	1
平安夜送女朋友什么礼物	平安夜圣诞节送女朋友什么礼物？	1
广州和谐医院精神科什么样？	广州和谐医院精神科什么样	1
什么牌子的杯子？	什么牌子的唇膏	0
大圆脸适合什么短发？	圆脸型的人适合什么短发	1
有喜欢魏晨的吗	你们喜欢魏晨吗	1
浪琴的精仿手表，能到哪买呢，	精仿的浪琴手表，上哪好买，	1
有什么好听的军歌介绍下！	谁知道什么好听的军歌	1
丰胸用什么方法效果好	女人丰胸什么方法最好	1
星际战争之异形入侵怎么下外挂	星际战争异形入侵怎样刷外挂	0
求好看的女生网游小说！	求好看的女生网游小说	1
凡人不可貌相的下一句	凡人不可貌相的后一句	1
求鼠猫资源	求鼠猫桌宠	0
这个人物叫什么名字？	这个人物叫什么名字啊？	1
甜菜脯是什么	甜菜做什么糖	0
什么时候喝红酒可以美容	喝红酒可以美容吗？	0
关于自己做手机壳问题！	我手机出问题了！	0
守护甜心图片	为什么守护甜心没第二部？	0
给一岁宝宝买什么礼物？	一岁女宝宝送什么礼物	0
名片怎么制作	名片卡怎么制作	1
如何建立家庭局域网？	怎样建立家庭局域网	1
这个是什么钱，有收藏价值吗？	这副画有收藏价值吗？它是谁的	0
核实交易等待付款的您当时具体什么方式支付的哦	您可说下是具体哪一笔的交易么？提供另一笔的流水号看下	0
现在有什么好看的动画片吗	现在有什么好看的动画片	1
站在什么地方看天空最近	离天空最近的地方是哪儿	0
木炭怎么制作的	木炭烧烤炉怎么制作	0
卧薪尝胆故事的主人公是谁	卧薪尝胆主人公是是谁	1
泥鳅怎么吃好吃啊	泥鳅怎样做好吃？	1
很抱歉，您这笔已经是成功的，是需要您跟对方来协商处理的。	亲，很抱歉，因为我们有不同的业务分工，您的这个情况需要为您转接处理下哟	1
怎么样才能让胡子长得慢？	怎么样让自己的胡子长得慢	1
龙之谷怎么赚金币	龙之谷金币怎么赚？	1
怎么查手机号？	本人医保卡怎么查	0
求这个图片上的符号	图片上这个符号怎么打	1
什么样的男人最吸引女人	女人最喜欢什么样的男人	0
好的，亲，您有交易号吗？我为您查询下	请您把交易号给我帮您查询一下	0
亲，新年快乐哦	新年快乐，亲	1
想去旅游，有什么可以看旅游的软件	有没有什么介绍旅游景点，适合参考的软件	1
管理员怎样才能让员工服从	怎样才能让员工服从安排	1
书旗网怎么进不去	“书旗网”怎么进不去	1
生活为什么总不是我想要的	我想要什么样的生活	0
求手机充值卡号和密码	怎么盗小花仙的号和密码？	0
木瓜的籽能吃吗？	木瓜男的能多吃吗？	0
回收站删除的文件怎么才能恢复	如何才能恢复回收站删除的文件	1
手机游戏幻想西游最近更新内容	手机游戏幻想西游！	0
问道怎么做装备	问道装备怎么改？	1
斗破苍穹小说全集	斗破苍穹绿帽改编系列	0
江苏漂亮还是广东漂亮？	广东哪个市最发达	0
如何开好一家超市？	如何开好一家宠物店	0
蛇的天敌是什么？	鹰的天敌是什么	0
最近上映的电视剧有哪些2015	最近正在播出的好看的电视剧是哪些	0
梦见砍人见血是什么预兆	梦见被猪追又被咬预兆着什么啊	0
能给我北海旅游攻略吗	能帮我把照片红底变白底吗	0
奥运五环旗的五种颜色分别代表哪五洲	奥运会五环旗的五种颜色各代表哪几个洲	1
沪是哪里的车牌	闽车牌是哪里人	0
为什么男人喜欢吸女人的胸	为什么男人见了漂亮女人就想抱	0
睾丸上长疙瘩	睾丸上长了个疙瘩	1
刷机中“小白莫刷”是什么意思	“小白”什么意思	0
空气能热水器怎么样，什么牌子好	空气能热水器哪个牌子好	0
这只狗是什么品种的？是狼狗吗？	这个狗是什么品种，想买了养	0
世界上最著名的侦探是谁？	世界上最著名的珠宝设计师是谁？	0
长春建筑学院和沈阳建筑学院哪个好？	长春科技学院和长春建筑学院相比哪个好一些？	0
爸爸去那了在哪里下载歌曲呢	什么我下载爸爸去哪他就不可以	0
三叶减肥茶效果怎么样？	三叶柔迪减肥茶效果怎么样	1
爱情公寓喜欢哪个人物	日本爱情吻戏动漫	0
求士兵突击同人小说集。	求《士兵突击》同人小说，	1
怎样应聘晋江小说网站编辑？	怎样网上编辑小说	0
女人嘴小阴部就小吗	女人的阴部一样吗	0
浙江2011文科考生志愿求助	2011浙江考生有关报志愿的请教	0
哪个手机地图好	手机地图用哪个好	1
百度的签到有什么用？	百度签到知道在什么地方签到	0
大圆脸女生适合什么发型	男生头大圆脸适合什么发型	0
借花献佛是什么意思	献瑞是什么意思	0
姐弟恋好不好？	姐弟恋好不好啊？	1
淘宝集分宝有什么用？	淘宝集分宝有什么有，	1
老男人喜欢小女人是什么表现	老男人喜欢小女人什么表现	1
防溢乳垫有用吗	安朵的防溢乳垫怎么样？	0
您是否操作过呢	您是否操作了呢	1
亲，麻烦您详细说一下您的问题哦，辛苦了	您好，小二不是很明白您的意思，麻烦您详细说明一下的，辛苦您了	1
设计个签名吧谢谢	签名设计：吴金祥。谢谢	0
这个女的是谁？那个动漫人物	谁知道这个女人物是什么动漫的	1
有什么关于黑道校园的好看小说？	有什么好看的黑道校园小说啊	1
什么东西好吃	什么东西最好吃？	1
爱情里没有谁对谁错？	爱情里并没有谁对谁错？	1
我的贴身校花怎么下载	我的贴身校花在那下载？	1
男生怎么让皮肤变白？	男生皮肤黑怎么变白	1
天天酷跑什么挂最好	天天酷跑用什么挂最好	0
西安到太原的高铁	太原到西安高铁票价	0
郯城有地震吗	郯城地震了吗	1
为什么全民枪战会自己走？	全民枪战怎么不可以玩了	0
一个笑话不懂	说一个笑话！	0
形容俊俏美丽用什么丽	形容富贵美丽用什么丽	0
北京哪里可以骑马	北京哪里能骑马	1
英语语感怎么培养？	怎样培养英语语感？	1
高尔基的自传体三部曲分别叫什么	高尔基的自传体的三部曲是什么？	1
哈利波特电影全集英文版	哈利波特电影英文版全集	1
免费的错乱酒吧情阅读	七夜强宠全文免费阅读？	0
顽的形近字组词	我说的是形近字，不是组词	0
什么是人蛇交易	交易币是什么	0
动车有站票么	动车有站票吗？	1
为什么没人喜欢我啊	没人喜欢我怎么办？	1
电脑主板怎么接开机线	如何看谁连了我的无线路由器	0
金山背单词和百词斩哪个好？	刀塔传奇巫妖好还是死亡先知好？	0
抑制生长是什么意思	呼吸抑制是什么意思	0
求好玩的安卓游戏你懂的	求好玩的安卓游戏	1
像葫芦侠三楼一样的软件	iPhone有什么像葫芦侠三楼一样的软件	0
晚上喝酸奶会瘦吗	我在减肥喝速溶咖啡会胖吗	0
哪种减肥药最有效	有效的减肥药哪种	1
怎么破解迅雷会员	如何破解迅雷会员。	1
求账号，不知道怎么用百度云	谁知道怎么改百度云的账号名	0
如何折纸玫瑰花	怎么折纸玫瑰花	1
奥迪车价多少	韩国代购能赚多少	0
魔兽如何联机	魔兽怎么联机玩	1
有人会算命吗！	有人会算命吗？	1
百度知道被封号了会被封多久啊	百度知道一般封号封多久	1
《我的奋斗希特勒》	《我的奋斗》希特勒	1
我想玩圣安地列斯	圣安地列斯车被毁	0
壮丁是什么动物	壮丁是指什么动物	1
刺客信条是啥	刺客的信条是什么？	1
那请问矗的部首又是什么啊？	请问省的部首是什么？	0
如何刷扣扣空间人气	如何刷扣扣空间人气？	1
为什么下雨天心情不好	武汉最近天气怎么了，很热的说。	0
吃口香糖能减肥吗？	嚼口香糖可以减肥吗	1
打草惊蛇是什么生肖	打草惊蛇是什么生肖，	1
什么牌子的洗衣液好？	什么牌子的洗衣液好用	1
淘宝网买彩票安全吗	淘宝网买彩票安全吗？	1
这是哪个国家的货币	这是哪个国家的货币哟？	1
想玩有美女的游戏。	有哪些能一个人玩的火影魔兽地图	0
这个配置能玩洛奇英雄传吗？	洛奇英雄传什么配置能玩	1
这个动画人物叫什么	这个是谁，动画人物	1
什么是世界上最酸的水果。	世界上最酸的水果最什么	1
家用烤箱什么牌子好	进口烤箱什么牌子好？	0
圣欧泉化妆品怎么样	蒂娜克斯化妆品怎么样	0
这个是哪个人物？	这个是什么人物？	1
我的收藏如何删除	怎样删除我的收藏	1
什么是吹喇叭？	什么叫吹喇叭	1
隔夜菜还能吃吗	什么样的隔夜菜可以吃	1
哪个贴吧比较有内涵点？	哪个贴吧有比较多的内涵图	1
石家庄外国语学校高中费用怎么样啊	石家庄外国语学校杨立娟老师人怎么样啊	0
《不一样的美男子》更新完了吗	不一样的美男子什么时候更新	0
很高兴认识你…	你好很高兴认识你	1
爸比你会唱小星星吗？	爸比，你会唱小星星么	1
上海今年会下雪吗？	今年四川会下雪吗？	0
洛克王国怎么获得服装	洛克王国服装怎么获得	1
您这个字有什么含义啊？	毓字有什么含义	0
机器人怎么做	机器人怎样折	0
剑灵中的这套时装怎么得的	剑灵这套时装怎么得啊	1
新浪微博怎么看最近访客	新浪微博怎么看曾用头像…	0
最近老恶心是什么原因	最近总恶心是什么原因	1
空城计中弹奏的是什么乐曲	电视剧三国演义中空城计诸葛亮弹的那首曲叫什么	1
剑灵，这是什么衣服，怎么得？	剑灵，这是什么衣服怎么得	1
信佛好，还是信耶稣好？	信耶稣还是信佛	1
求盗墓笔记类的电影	盗墓笔记电影出了吗	0
房地产开发现金流量表中包括贷款收入吗	房地产开发商如何获得贷款	0
搜片神器怎么下	搜片神器怎么不可以用了	0
养殖业什么最赚钱	养殖业有什么最赚钱	1
这是什么发型阿	这是什么发型	1
百度云网盘怎么多搞	百度云网盘怎么了	0
苦荞茶和普洱茶哪个更减肥？	黑苦荞茶和黄苦荞茶那种减肥好	0
神武现金怎么换信誉	神武怎么样才可以换现金和信誉	0
我是歌手第二季谁是歌王	我是歌手第二季谁的谁是歌王	1
请问这是什么意思？	あなたは请问这是什么意思？	0
请您给小二提供一个可用的邮箱，麻烦您了，这边给您发送邮件操作申诉	抱歉给您的使用带来不便，邮件已经发送给您了，您根据邮件上传您的两个证件	0
黑执事有么有第三季	黑执事第三季	1
彼此各有一半，打一字	彼此各一半（打一字）	1
我今年22岁了，怎么赚钱	我不会赚钱怎么办今年22岁了、	0
好的，这边给您反馈核实一下的	好的，这边为您反馈核实处理一下	1
在中国同性恋可以结婚吗？	中国同性恋可以结婚吗？	1
哪些食物健脾胃	哪些食物健脾胃？	1
天天猜明星黄开头的三个字明星	天天爱猜图五个字明星	0
宝宝吃什么牌子米粉好	什么牌子的宝宝米粉好啊	1
每次来月经肚子疼怎么办	每次来月经肚子都很痛我该怎么办	1
什么颜色的钱包比较好呢	用什么颜色的钱包好。	1
城门失火的后一句是什么？	城门失火，下一句是什么	1
这张图片是那个动漫里的？	这张图片是什么动漫里的？	1
典的部首是什么	跑一半，退一半的谜底是什么	0
求几部幼呦电影？	求几部电影？	0
杨幂的老公叫啥	女人生孩子的那个地方叫什么	0
支付宝怎么绑定银行卡	一张银行卡可以绑定几个支付宝。	0
变形计谁最帅？	变形计谁最帅	1
红豆粥怎么煮绿了	吃多红豆会怎么样	0
在字加上一笔是啥字	这两个字怎么读，加词语意思	0
描写夏天的词语有哪些？	描写夏天的词语有哪些?	1
爸爸我们去哪儿主题曲	爸爸去哪了的主题曲	1
为什么猴子爱吃香蕉？	猴子为什么爱吃香蕉？	1
这种头像是什么类型的？	这种头像算什么类型的	1
推荐好看的书	求推荐好看的说说	0
反问句改陈述句	反问句和陈述句哪个好	0
关于安全的手抄报	关于安全的手抄报。	1
上一半，下一半。	扣一半，省一半。谜底	0
蓝牙耳机不能听歌	蓝牙耳机不能听电话	0
神奇宝贝小说	关于神奇宝贝的小说	1
梦见我捡了好多的死鱼和笼虾	梦见自己抓了好多鱼	0
又胖又矮的女生适合什么发型	脸又胖又大的女生适合什么发型	0
世界上除了火车什么车最长？	世界上除了火车，啥车最长？	1
喝什么牌子的牛奶比较好！	小学生喝什么牌子牛奶最好	1
储存卡读不出来	储存卡读不出来了	1
找工作广东深圳	广东东莞找工作	0
三个开关控制一个灯怎么？接求图	三个开关怎么控制一个灯	1
北京，上海，天津有没有农村	北京，上海，天津三个城市哪个比较发达啊?	0
地球大还是月亮大？	地球大还是月亮大，？	1
圆柱的表面积怎么求?	圆柱形的表面积怎么求	1
怎么能让乳房变大	怎样让乳房变大？	1
广州天气怎么样现在	广州现在的天气怎么样？	1
腿粗穿什么裤子好看	腿弯穿什么裤子好看	0
好看的官场小说有哪些？	好看的现代官场小说有哪些	1
小沈阳最近	小沈阳的女儿真实姓名？	0
圆脸男生适合什么发型	圆脸男生适合什么发型型	1
请问这张图片是什么动漫里的？	请问这几张图片是什么漫画里面的？	0
什么牌子的服装最好看	什么牌子的衣服好看又实惠	1
西游记是真故事吗	这是狗狗咬的吗	0
普通的液晶屏幕能看3D电影不	心情不好看什么电影	0
在括号里填上适当的词	急！在括号里填上动物的名称	0
为之震惊是什么意思	震惊的意思是什么	1
胡歌和杨幂什么关系？	胡歌和杨幂什么关系	1
逗逼的姐妹个性签名	个性签名，姐妹的	0
一般正常的男人做爱要多长时间	男人第一次一般都多长时间	0
最近有没有什么好玩的单机游戏	最近有什么好玩的单机游戏可以推荐一下	1
老鼠爱大米吗	老鼠爱大米吗?	1
这件事你自己拿主意。句中的拿什么意思	主意在上,谁都是感情的俘虏什么意思	0
梅红色配什么颜色好看	玫红色搭什么颜色好看	0
这部动漫是什么	这部动漫叫什么呀！	1
学历证书号是什么	约会大作战本子密码是什么呢？	0
电动车控制器怎么接啊	60V电动车控制器怎么接	0
我今年22岁了，怎么赚钱	我今年22岁1米69还能长高吗？	0
陈世美是什么生肖	陈世美是属什么生肖？	1
怎样减腿上的肉	怎么减腿上的肉	1
黄鼠狼给鸡拜年是什么意思	黄鼠狼给鸡拜年。是什么意思	1
开塞露可以擦脸么，	开塞露可以擦脸吗	1
《雾宅》电影下载	去哪儿下载电影	0
心花路放好看吗？	心花路放好看么	1
打车软件用什么好	快的打车是什么软件啊？	0
也好怎么造句一年级的	急忙怎么造句一年级的	0
等闲是什么意思？	顺丰快递已收件是什么意思？	0
眼睛向内是什么意思	吻眼睛是什么意思	0
兔子肉怎么做好吃	兔子肉怎么做好吃呢。	1
有什么好看的校园搞笑动漫？	有什么好看的搞笑校园动漫	1
